,id,name,address,city,state,area,postal_code,country,phone,lat,lng,price,reserve_url,mobile_reserve_url,image_url,Unnamed: 0,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
151,67246,Vamos Restaurant,348 First Ave,New York,NY,New York / Tri-State Area,10010,US,2123587800,40.735145,-73.97947,2,http://www.opentable.com/single.aspx?rid=67246,http://mobile.opentable.com/opentable/?restId=67246,https://www.opentable.com/img/restimages/67246.jpg,93,4.1,100,4.4,4.4,3.9,Energetic,Casual Dining,Mexican,$30 and under,Saturday & Sunday: 11:00am - 4:00pmMonday - Sunday: 4:00pm - 11:00pm
152,45877,Sagaponack Bar and Grill,4 West 22nd Street,New York,NY,New York / Tri-State Area,10010,US,2122292226x,40.740935,-73.990799,2,http://www.opentable.com/single.aspx?rid=45877,http://mobile.opentable.com/opentable/?restId=45877,https://www.opentable.com/img/restimages/45877.jpg,94,4.3,87,4.3,4.3,4.1,Moderate,Casual Elegant,American Seafood Contemporary American,$30 and under,Lunch: Monday - Friday 11:30am - 3:00pmBrunch: Saturday 11:00am - 3:00pm  Dinner: Monday - Wednesday 3:00pm - 10:00pm (LAST SEATING 9:15 PM)Dinner: Thursday & Friday 3:00pm - 10:30pm(LAST SEATING 9:45 PM)Dinner: Saturday 4:00pm - 10:00pm Sunday: Closed
153,45322,Punch Restaurant,913 Broadway,New York,NY,New York / Tri-State Area,10010,US,2126736333x,40.739184,-73.989795,2,http://www.opentable.com/single.aspx?rid=45322,http://mobile.opentable.com/opentable/?restId=45322,https://www.opentable.com/img/restimages/45322.jpg,95,3.6,67,3.4,3.6,3.2,Moderate,Casual Dining,American Global International,$30 and under,Lunch: Monday - Friday: 11:00am - 5:00pm; Dinner: Monday - Saturday: 5:00pm - 11:00pm Sunday: 4:00pm - 10:00pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm;Bar: Monday - Sunday: 11:00am - 1:00am
154,15586,Becco,355 West 46th Street,New York,NY,New York / Tri-State Area,10010,US,2123977597,40.760444,-73.989473,3,http://www.opentable.com/single.aspx?rid=15586,http://mobile.opentable.com/opentable/?restId=15586,https://www.opentable.com/img/restimages/15586.jpg,96,4.4,88,4.4,4.3,4,Moderate,Casual Dining,Italian,$30 and under,Monday: 12:00 - 3:00/5:00 - 10:00Tuesday: 12:00 - 3:00/4:30 - 12:00Wednesday: 11:30 - 2:30/4:00 - 12:00Thursday: 12:00 - 3:00/4:30 - 12:00Friday: 12:00 - 3:00/4:30 - 12:00Saturday: 11:30 - 3:00/4:00 - 12:00Sunday: 12:00 - 3:00/3:00 - 10:00 
156,138868,Park Avenue Autumn,360 Park Avenue South,New York,NY,New York / Tri-State Area,10010,US,2129517111,40.742432,-73.985121,3,http://www.opentable.com/single.aspx?rid=138868,http://mobile.opentable.com/opentable/?restId=138868,https://www.opentable.com/img/restimages/138868.jpg,97,4.6,91,4.5,4.4,4.6,Moderate,Casual Elegant,American Seafood Steak,$31 to $50,Monday- Thursday: 11:30am - 10:00pmFriday 11:30am - 11:00pm Saturday Brunch: 11:00am - 3:00pm  Saturday Dinner: 5:00pm - 11:00pm  Sunday 11:00am-3pm  Sunday Dinner: 5:30pm-9pm
157,101131,Grape & Vine,52 W 13th Street,New York,NY,New York / Tri-State Area,10011,US,2123004525x,40.736317,-73.996523,3,http://www.opentable.com/single.aspx?rid=101131,http://mobile.opentable.com/opentable/?restId=101131,https://www.opentable.com/img/restimages/101131.jpg,98,4.3,86,4.3,4.3,4.4,Quiet,Casual Elegant,American Organic Farm-to-table,$31 to $50,Open dailyBreakfast  6:30 AM - 11:00 AMLunch  11:30AM- 4:00 PMBrunch (weekends only)  11:00 AM - 4:00 PMDinner Sunday-Monday 5:30PM - 10:00PMDinner Tuesday-Saturday 5:30 PM - 11:00pm(Bar opens at 4:00pm)Bar / Lounge  - open until 2 AM
159,112918,Tao Downtown,92 Ninth Ave,New York,NY,New York / Tri-State Area,10011,US,2128882724x,40.742614,-74.004205,4,http://www.opentable.com/single.aspx?rid=112918,http://mobile.opentable.com/opentable/?restId=112918,https://www.opentable.com/img/restimages/112918.jpg,99,4.5,85,4.4,4.1,4.7,Moderate,Casual Dining,Pan-Asian Sushi,$50 and over,Sunday – Wednesday: 5pm – 12am Thursday – Saturday: 5pm – 2amLast dinner reservations at 11:45am (Sun - Wed) and 1:45am (Thu - Sat).Restaurant Bar remains open at least one hour after the kitchen closes. 
160,108874,da Umberto,107 W 17th St,New York,NY,New York / Tri-State Area,10011,US,212 989 0303,40.739656,-73.995914,4,http://www.opentable.com/single.aspx?rid=108874,http://mobile.opentable.com/opentable/?restId=108874,https://www.opentable.com/img/restimages/108874.jpg,100,4.6,94,4.7,4.5,4.3,Moderate,Fine Dining,Italian,$50 and over,LunchMonday - Friday: 12:00pm - 3:00pmDinnerMonday - Saturday: 5:30pm - 11:00pm
162,5003,Morimoto New York,88 10th Avenue,New York,NY,New York / Tri-State Area,10011,US,2129898883,40.743236,-74.007408,4,http://www.opentable.com/single.aspx?rid=5003,http://mobile.opentable.com/opentable/?restId=5003,https://www.opentable.com/img/restimages/5003.jpg,101,4.6,85,4.5,4.4,4.5,Moderate,Fine Dining,Japanese Sushi,$50 and over,LUNCH Monday - Friday 12:00pm - 2:30pm DINNERSunday &  Monday  5:30PM - 10:00PMTuesday through Thursday 5:30PM - 11:00PMFriday & Saturday 5:30PM - 12:00AMIf you do not see reservation availability for the date or time that you prefer call the restaurant directly for additional seating options in the lounge and at the chef's counter.
164,77899,Neta,61 West 8th Street,New York,NY,New York / Tri-State Area,10011,US,2125052610x,40.733431,-73.999077,4,http://www.opentable.com/single.aspx?rid=77899,http://mobile.opentable.com/opentable/?restId=77899,https://www.opentable.com/img/restimages/77899.jpg,102,4.4,83,4.5,4.2,4,Moderate,Casual Elegant,Japanese Sushi,$50 and over,Lunch: 7 Days a week: 12:00pm - 2:00pmDinner: 7 Days a Week: Sundays - Thursdays: 5:00pm - 10:30pmFridays - Saturdays: 5:00pm - 11:30pm
165,63391,Salinas,136 9th Ave.,New York,NY,New York / Tri-State Area,10011,US,2127761990x,40.743639,-74.002992,4,http://www.opentable.com/single.aspx?rid=63391,http://mobile.opentable.com/opentable/?restId=63391,https://www.opentable.com/img/restimages/63391.jpg,103,4.6,88,4.5,4.6,4.7,Moderate,Casual Elegant,Spanish Mediterranean,$31 to $50,Dinner:Monday - Thursday: 6:00pm- 10:00pmFriday - Saturday 6:00pm- 11:00pm Sunday -  5:45pm - 10:00pm
166,27601,Aldea,31 West 17th Street,New York,NY,New York / Tri-State Area,10011,US,2126757223x,40.738618,-73.993891,3,http://www.opentable.com/single.aspx?rid=27601,http://mobile.opentable.com/opentable/?restId=27601,https://www.opentable.com/img/restimages/27601.jpg,104,4.6,90,4.6,4.5,4.4,Quiet,Casual Elegant,Portuguese Spanish Mediterranean,$50 and over,DINNER: Tuesday-Thursday 5:30-10:00pmFriday-Saturday 5:30-11:00pmBAR:Tuesday-Saturday 5:00pm-Closes two hours after our last seating.
167,6569,Crispo,240 W. 14th St.,New York,NY,New York / Tri-State Area,10011,US,2122291818,40.739059,-74.000821,2,http://www.opentable.com/single.aspx?rid=6569,http://mobile.opentable.com/opentable/?restId=6569,https://www.opentable.com/img/restimages/6569.jpg,105,4.6,94,4.5,4.4,4.4,Moderate,Casual Dining,Italian Mediterranean,$30 and under,Dinner: Monday - Thursday 5:00pm-11:00pm Friday & Saturday 5:00pm-11:30pm Sunday 5:00pm-10:30pm
168,4380,Cookshop,156 10th Avenue,New York,NY,New York / Tri-State Area,10011,US,2129244440,40.745632,-74.005661,3,http://www.opentable.com/single.aspx?rid=4380,http://mobile.opentable.com/opentable/?restId=4380,https://www.opentable.com/img/restimages/4380.jpg,106,4.6,92,4.5,4.4,4.3,Moderate,Casual Elegant,American,$31 to $50,Brunch: Saturday & Sunday 10:00am-4:00pmBreakfast: Monday - Friday 8:00am-11:30amLunch: Monday - Friday 12:00pm-4:00pmDinner: Monday - Saturday 5:30pm-11:00pmDinner: Sunday 5:30pm-10:00
169,1066,Red Cat,227 Tenth Avenue,New York,NY,New York / Tri-State Area,10011,US,2122421122x,40.747992,-74.00417,3,http://www.opentable.com/single.aspx?rid=1066,http://mobile.opentable.com/opentable/?restId=1066,https://www.opentable.com/img/restimages/1066.jpg,107,4.6,96,4.5,4.5,4.3,Moderate,Casual Dining,American Mediterranean,$31 to $50,Dinner: Monday – Saturday: 5:30pm – 11:00pm; Sunday: 5:00pm – 10:00pm Lunch: Monday – Friday: 12:00pm – 2:30pmBrunch: Saturday – Sunday: 11:30am – 2:45pm
171,106936,Omar's,21 W. 9th Street,New York,NY,New York / Tri-State Area,10011,US,2126775242x,40.732473,-74.000627,3,http://www.opentable.com/single.aspx?rid=106936,http://mobile.opentable.com/opentable/?restId=106936,https://www.opentable.com/img/restimages/106936.jpg,108,4.2,75,4.1,4.1,4.3,Moderate,Fine Dining,American Mediterranean,$31 to $50,Dinner: Monday - Thursday: 6:00pm - 1:00amFriday - Saturday: 6:00pm - 2:00amClosed Sundays for Members Only Private Events
176,108829,Foragers City Table,300 West 22nd St.,New York,NY,New York / Tri-State Area,10011,US,2122438888x,40.744761,-73.999509,3,http://www.opentable.com/single.aspx?rid=108829,http://mobile.opentable.com/opentable/?restId=108829,https://www.opentable.com/img/restimages/108829.jpg,109,4.5,88,4.4,4.2,4.1,Moderate,Casual Elegant,American,$31 to $50,Brunch: Saturday - Sunday: 9:00am - 2:30pm;Dinner: Monday to Saturday: 5:30pm-10:00pm Sunday 5:30pm-9:30pm
177,114055,Zagara Restaurant and Wine Bar,216 7th Ave,New York,NY,New York / Tri-State Area,10011,US,6464908801x,40.743823,-73.996086,3,http://www.opentable.com/single.aspx?rid=114055,http://mobile.opentable.com/opentable/?restId=114055,https://www.opentable.com/img/restimages/114055.jpg,110,4.1,74,4.1,4,3.8,Moderate,Casual Dining,Italian,$30 and under,Monday - Thursday: 11:30 am - 11:00 pmFriday - Saturday: 11:30 am - 12:00 amSunday: 11:30 am - 11:00 pm 
178,64360,Zio,17 West 19th St.,New York,NY,New York / Tri-State Area,10011,US,2123521700x,40.739565,-73.992479,3,http://www.opentable.com/single.aspx?rid=64360,http://mobile.opentable.com/opentable/?restId=64360,https://www.opentable.com/img/restimages/64360.jpg,111,4.4,98,4.5,4.6,4.4,Moderate,Casual Elegant,Italian Mediterranean,$31 to $50,LunchDaily: 11:30 a.m. - 4:00 p.m.Dinner Sun: 4:00 p.m. - 10:30 p.m.Mon - Sat: 4:00 p.m. - 11:30 p.m.BrunchSat-Sun: 11:30 a.m. - 4:00 p.m.
179,5734,Brasserie Ruhlmann,45 Rockefeller Plaza,New York,NY,New York / Tri-State Area,10011,US,2129742020,40.759,-73.978,3,http://www.opentable.com/single.aspx?rid=5734,http://mobile.opentable.com/opentable/?restId=5734,https://www.opentable.com/img/restimages/5734.jpg,112,4.5,90,4.3,4.4,4.4,Moderate,Casual Elegant,French American,$31 to $50,Please do understand that we cannot guarantee any specific tables or a tree view.Monday through Saturday 11:30am to 5:00pm / Dinner: Monday through Saturday 5:00pm to 10:00pm / Brunch: Sunday 11:30am to 3:30pm.Closed on Sundays from January to mid March.
180,115621,Le Baratin,26 Greenwich Ave,New York,NY,New York / Tri-State Area,10011,US,2129331080x,40.735025,-73.999857,2,http://www.opentable.com/single.aspx?rid=115621,http://mobile.opentable.com/opentable/?restId=115621,https://www.opentable.com/img/restimages/115621.jpg,113,4.6,100,4.6,4.6,4.5,Moderate,Casual Dining,Contemporary French / American French,$30 and under,Dinner: Monday-Sunday: 5:00pm - 11:30pmBrunch: Saturday-Sunday: 11:00am - 5:00pmLunch: Thursdays and Fridays 11:00am - 4:00pm
181,105370,La Bergamote,177 9th Ave.,New York,NY,New York / Tri-State Area,10011,US,2126279010,40.745055,-74.002446,2,http://www.opentable.com/single.aspx?rid=105370,http://mobile.opentable.com/opentable/?restId=105370,https://www.opentable.com/img/restimages/105370.jpg,114,4.5,92,4.4,4.6,3.8,Moderate,Casual Dining,French,$30 and under,Monday - Thursday: 7:00am - 8:00pm Friday - Sunday:  7:00am - 10:00pm
187,1791,BONDST,6 Bond Street,New York,NY,New York / Tri-State Area,10012,US,2127772500,40.727194,-73.994692,4,http://www.opentable.com/single.aspx?rid=1791,http://mobile.opentable.com/opentable/?restId=1791,https://www.opentable.com/img/restimages/1791.jpg,115,4.7,91,4.6,4.5,4.5,Moderate,Casual Elegant,Japanese Sushi Seafood,$50 and over,Dinner: Sunday Monday & Tuesday: 6:00pm - 10:30pm Wednesday & Thursday: 6:00pm - 11:00pm Friday & Saturday: 6:00pm -11:00pmLounge Hours: Sunday - Wednesday: 6:00pm - midnight Thursday - Saturday: 6:00pm - 1:30am
188,30628,Minetta Tavern,113 MacDougal St,New York,NY,New York / Tri-State Area,10012,US,2124753850x,40.730016,-74.000623,4,http://www.opentable.com/single.aspx?rid=30628,http://mobile.opentable.com/opentable/?restId=30628,https://www.opentable.com/img/restimages/30628.jpg,116,4.6,87,4.5,4.4,4.4,Moderate,Casual Elegant,French Steakhouse,$50 and over,Lunch: Wednesday - Friday: 12:00noon - 3:00pm; Dinner: Sunday through Wednesday 5:30pm - 11pm and Supper from 11pm to 12am Dinner Thursday through Saturday 5:30pm to 12am and Supper 12am to 1am; Brunch: Saturday - Sunday: 11:00am - 3:00pm 
189,21337,Il Mulino New York,86 West 3rd Street,New York,NY,New York / Tri-State Area,10012,US,2126733783x,40.729829,-73.999091,4,http://www.opentable.com/single.aspx?rid=21337,http://mobile.opentable.com/opentable/?restId=21337,https://www.opentable.com/img/restimages/21337.jpg,117,4.6,85,4.6,4.7,4.3,Moderate,Fine Dining,Italian,$50 and over,LUNCH  MON - FRI 12:00PM - 2:30PMDINNER  MON - SAT 5:00PM - 11:00PM SUN 4:00PM- 10:00PM
191,105838,Piccola Cucina Osteria - Spring St.,196 Spring St.,New York,NY,New York / Tri-State Area,10012,US,6464787488,40.725073,-74.003194,2,http://www.opentable.com/single.aspx?rid=105838,http://mobile.opentable.com/opentable/?restId=105838,https://www.opentable.com/img/restimages/105838.jpg,118,4.6,95,4.6,4.5,4.3,Moderate,Casual Dining,Italian Mediterranean,$30 and under,Monday to Sunday: 11.30am - 11.00pmFriday/Saturday : 11.30am - 11.30pm
192,620,Hundred Acres,38 MacDougal St.,New York,NY,New York / Tri-State Area,10012,US,2124757500,40.727236,-74.002626,2,http://www.opentable.com/single.aspx?rid=620,http://mobile.opentable.com/opentable/?restId=620,https://www.opentable.com/img/restimages/620.jpg,119,4.6,93,4.5,4.5,4.5,Moderate,Casual Dining,Mediterranean,$30 and under,Monday through Friday:12PM to 11PMSaturday:Brunch10:30AM to 3PMDinner5:30PM to 11PMSunday:Brunch10:30AM to 3PMDinner5:30PM to 10PMDaily Happy Hour:4PM to 7PM at the bar
193,4381,Vic's,31 Great Jones,New York,NY,New York / Tri-State Area,10012,US,2122535700,40.727178,-73.993435,2,http://www.opentable.com/single.aspx?rid=4381,http://mobile.opentable.com/opentable/?restId=4381,https://www.opentable.com/img/restimages/4381.jpg,120,4.7,95,4.6,4.5,4.5,Moderate,Casual Elegant,Italian,$30 and under,Lunch: Monday - Friday - 12:00pm - 5:00pmBrunch: Saturday - Sunday - 10:30am - 3:00pm Mid Menu: Saturday-Sunday from 3pm-5:00pmDinner: Monday - Wednesday - 5:00pm - 11:00pmDinner: Thursday-Friday 5:00-11:30pmDinner: Saturday - 5:30pm - 11:30pmDinner: Sunday - 5:30pm - 10:00pm
194,124642,Gato,324 Lafayette Street,New York,NY,New York / Tri-State Area,10012,US,212-334-6400x,40.725506,-73.995068,4,http://www.opentable.com/single.aspx?rid=124642,http://mobile.opentable.com/opentable/?restId=124642,https://www.opentable.com/img/restimages/124642.jpg,121,4.6,93,4.6,4.5,4.5,Moderate,Casual Elegant,Mediterranean,$50 and over,Dinner: Monday: 5:30pm - 10:00pm Tuesday - Thursday: 5:30pm - 10:30pmFriday -  Saturday: 5:00pm - 11:00pm  Sunday: 5:00pm - 10:00pmGato's bar opens at 5pm Mon - Thurs; 4:30pm Fri - Sun
195,155920,Nagomi,179 Prince St,New York,NY,New York / Tri-State Area,10012,US,2123878230,40.726489,-74.001876,3,http://www.opentable.com/single.aspx?rid=155920,http://mobile.opentable.com/opentable/?restId=155920,https://www.opentable.com/img/restimages/155920.jpg,122,4,100,3.7,4.2,3.3,Moderate,Casual Dining,Japanese,$31 to $50,Lunch: Monday - Friday: 12:00pm - 2:30pmDinner: Monday - Thursday: 5:00pm - 10:30pmFriday: 5:00pm - 11:30pmSaturday: 3:00pm - 11:30pmSunday: 3:00pm- 10:00
196,2431,Mercer Kitchen,99 Prince Street,New York,NY,New York / Tri-State Area,10012,US,2129665454,40.7248,-73.9988,2,http://www.opentable.com/single.aspx?rid=2431,http://mobile.opentable.com/opentable/?restId=2431,https://www.opentable.com/img/restimages/2431.jpg,123,4.4,79,4.2,3.9,4.3,Moderate,Casual Elegant,American Organic French American,$30 and under,Breakfast: Mon-Sat 7:00am-11:30am  & Sunday 7:00am-11:00am Lunch: Mon-Fri 11:30am-3:30pm Late Lunch: Mon-Fri 3:30-5:30pmBrunch: Sat Sun 11:00am-4:00pm Dinner: Mon-Thu 5:30pm-12:00am Fri Sat 5:30pm-1:00am Sun 5:30pm-11:00pm 
197,3358,Lure New York,142 Mercer,New York,NY,New York / Tri-State Area,10012,US,2124317676x,40.7246,-73.9984,3,http://www.opentable.com/single.aspx?rid=3358,http://mobile.opentable.com/opentable/?restId=3358,https://www.opentable.com/img/restimages/3358.jpg,124,4.6,88,4.5,4.2,4.3,Moderate,Casual Elegant,Seafood Sushi,$31 to $50,Lunch: Monday - Friday: 11:30am - 4:00pmBrunch  Saturday & Sunday 11:00  to 3:30Dinner: Sunday  5:00pm-10:00pm Monday-Thursday 5:00pm-11:00pm Friday & Saturday 5:00pm-12:00am
198,4205,Savore,200 Spring Street,New York,NY,New York / Tri-State Area,10012,US,2124311212,40.7252,-74.0033,3,http://www.opentable.com/single.aspx?rid=4205,http://mobile.opentable.com/opentable/?restId=4205,https://www.opentable.com/img/restimages/4205.jpg,125,4.3,88,4.2,4.3,4,Quiet,Casual Elegant,Italian,$31 to $50,Monday - Friday: Noon - 11pmSaturday: Noon - 12amSunday:  Noon - 10pmAperitivo: 5pm - 7 pmA2GO: Monday - FridayNoon - 3:30pm
199,18142,Mezzogiorno,195 Spring Street,New York,NY,New York / Tri-State Area,10012,US,2123342112,40.725349,-74.003068,3,http://www.opentable.com/single.aspx?rid=18142,http://mobile.opentable.com/opentable/?restId=18142,https://www.opentable.com/img/restimages/18142.jpg,126,4.2,88,4.4,4.2,4.1,Moderate,Casual Elegant,Italian,$30 and under,Sunday -Thursday: 5:00pm - 10:30pmFriday & Saturday: 5:00pm - 11:00pm
200,24772,Delicatessen,54 Prince Street,New York,NY,New York / Tri-State Area,10012,US,2122260211x,40.723516,-73.996084,2,http://www.opentable.com/single.aspx?rid=24772,http://mobile.opentable.com/opentable/?restId=24772,https://www.opentable.com/img/restimages/24772.jpg,127,4.5,87,4.2,4,4.3,Moderate,Casual Dining,International Comfort Food,$30 and under,Monday & Tuesday: 7:30am-10:00pmWednesday & Thursday: 7:30am-11:00pmFriday: 7:30am-12:00amSaturday: 10:30am- 12:00amSunday: 10:30am- 10:00amBreakfast & Lunch (Monday-Friday): 7:30am- 5:00pm Dinner (Monday-Sunday): 5:00pm-ClosingWeekend Brunch: 10:30am-5:00pmDelivery Available: Monday-Tuesday: 11:00am-10:00pmWednesday-Friday: 11:00am-11:00pmSaturday & Sunday: 5:00pm-11:00pm
201,117403,Little Prince,199 Prince Street,New York,NY,New York / Tri-State Area,10012,US,2123350566,40.726719,-74.002745,2,http://www.opentable.com/single.aspx?rid=117403,http://mobile.opentable.com/opentable/?restId=117403,https://www.opentable.com/img/restimages/117403.jpg,128,4.5,88,4.3,4.2,4.4,Moderate,Casual Dining,French,$30 and under,Lunch: Monday - Sunday 11:00am - 5:00pmDinner: Monday - Sunday 5:00pm - 11:00pmBrunch: Saturday - Sunday 10:00am - 5:00pm
203,145207,Cherche Midi,282 Bowery,New York,NY,New York / Tri-State Area,10012,US,212 226 3055x,40.723915,-73.992782,3,http://www.opentable.com/single.aspx?rid=145207,http://mobile.opentable.com/opentable/?restId=145207,https://www.opentable.com/img/restimages/145207.jpg,129,4.5,86,4.2,4.3,4.4,Moderate,Casual Elegant,French Mediterranean,$31 to $50,Dinner Sunday through Wednesday from 6:00pm to 11pm (last reservation at 10:45)Dinner Thursday Friday and Saturday from 6:000pm to 12am(Last reservation at 11:45pm)Cherche Midi is now serving Lunch from Monday to Friday 12pm to 3:30pm (Last reservation at 3pm) as well as Brunch on Saturdays and Sundays from 10am to 3:30pm (Last reservation at 3pm).
209,63154,Kori Tribeca,253 Church Street,New York,NY,New York / Tri-State Area,10013,US,212-334-0908x,40.71781,-74.005445,2,http://www.opentable.com/single.aspx?rid=63154,http://mobile.opentable.com/opentable/?restId=63154,https://www.opentable.com/img/restimages/63154.jpg,130,4.6,100,4.2,4.6,3.6,Quiet,Casual Dining,Korean Asian,$30 and under,Lunch: Monday - Friday: 11:30AM - 3:00PMDinner: Monday - Wednesday: 5:00PM-10:00PM           Thursday - Saturday: 5:00PM-10:30PM
210,147904,Il Mulino Prime,331 West Broadway,New York,NY,New York / Tri-State Area,10013,US,2122260020x,40.722184,-74.003747,4,http://www.opentable.com/single.aspx?rid=147904,http://mobile.opentable.com/opentable/?restId=147904,https://www.opentable.com/img/restimages/147904.jpg,131,4.5,86,4.4,4.5,4.4,Moderate,Fine Dining,Italian Steakhouse,$50 and over,Monday-Sunday 12:00pm - 4:00pm Monday-Thursday Sun 5:00pm - 11:00pmFriday-Saturday 5:00pm-11:30pm
212,28132,The Barrel Room at City Winery,155 Varick Street,New York,NY,New York / Tri-State Area,10013,US,2126080555x476,40.726388,-74.005664,3,http://www.opentable.com/single.aspx?rid=28132,http://mobile.opentable.com/opentable/?restId=28132,https://www.opentable.com/img/restimages/28132.jpg,132,4.1,88,3.7,3.7,3.9,Moderate,Casual Elegant,American Tapas / Small Plates Mediterranean,$31 to $50,Lunch: Monday through Friday - 11:30am - 3:00pmDinner: Monday - Sunday: 5:00pm - 11:00pmHappy Hour: Monday - Friday: 3:00pm - 6:00pmBrunch: Saturday and Sunday 11:30-3:00
213,12724,Papatzul,55 Grand Street,New York,NY,New York / Tri-State Area,10013,US,2122748225,40.722299,-74.003624,3,http://www.opentable.com/single.aspx?rid=12724,http://mobile.opentable.com/opentable/?restId=12724,https://www.opentable.com/img/restimages/12724.jpg,133,3.9,80,4,3,3.3,Moderate,Casual Elegant,Mexican / Southwestern Traditional Mexican Regional Mexican,$31 to $50,Lunch: Tuesday - Friday: 12:00pm - 5:00pm; Dinner: Tuesday - Thursday: 6:00pm - 11:00pm Friday - Saturday: 6:00pm - 12:00pm; Brunch: Saturday - Sunday: 12:00pm - 5:00pmHappy Hour prices Bar area only.
214,21229,Marc Forgione,134 Reade Street,New York,NY,New York / Tri-State Area,10013,US,2129419401,40.716558,-74.009566,3,http://www.opentable.com/single.aspx?rid=21229,http://mobile.opentable.com/opentable/?restId=21229,https://www.opentable.com/img/restimages/21229.jpg,134,4.8,94,4.8,4.7,4.7,Moderate,Fine Dining,Contemporary American,$31 to $50,Dinner: Monday -Thurs 5:00PM-10PM Friday- Saturday 5:00pm - 11:00pmDinner: Sunday 5:00pm-10:00pmBrunch: Sunday 11:00am-2:30pm
215,13642,Giorgione,307 Spring Street,New York,NY,New York / Tri-State Area,10013,US,2123522269,40.725927,-74.00856,3,http://www.opentable.com/single.aspx?rid=13642,http://mobile.opentable.com/opentable/?restId=13642,https://www.opentable.com/img/restimages/13642.jpg,135,4.6,100,4.5,4.4,4.5,Moderate,Casual Elegant,Italian,$31 to $50,Lunch • Monday through Friday 12:00 - 3:00Drinks Only • Monday through Friday 3:00- 6:00Dinner • Monday through Thursday 6:00 - 11:00Friday and Saturday 6:00 - 11:00
216,110842,Ciccio,190 6th Ave,New York,NY,New York / Tri-State Area,10013,US,6464769498x,40.725858,-74.003878,2,http://www.opentable.com/single.aspx?rid=110842,http://mobile.opentable.com/opentable/?restId=110842,https://www.opentable.com/img/restimages/110842.jpg,136,4.7,100,4.7,4.6,4.6,Moderate,Casual Dining,Italian,$30 and under,LUNCH & DINNERMonday -  Friday:    11:30am - 11:00pmSaturday & Sunday:  4:00pm - 11:00pm
217,14140,Aurora - Soho,510 Broome Street,New York,NY,New York / Tri-State Area,10013,US,2123349020,40.723503,-74.00331,3,http://www.opentable.com/single.aspx?rid=14140,http://mobile.opentable.com/opentable/?restId=14140,https://www.opentable.com/img/restimages/14140.jpg,137,4.6,98,4.6,4.5,4.5,Moderate,Casual Dining,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:30pm; Dinner: Sunday - Thursday: 6:00pm - 11:00pm Friday - Saturday: 6:00pm - 11:45pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm
218,115705,Westville Hudson,333 Hudson St,New York,NY,New York / Tri-State Area,10013,US,2127761404x,40.727125,-74.007682,2,http://www.opentable.com/single.aspx?rid=115705,http://mobile.opentable.com/opentable/?restId=115705,https://www.opentable.com/img/restimages/115705.jpg,138,4.6,91,4.4,4.2,4,Moderate,Casual Dining,Comfort Food American,$30 and under,Breakfast: Monday - Friday: 9:00am - 11:00amLunch: Monday - Friday: 11:00am - 4:00pmDinner: Monday - Sunday: 4:00pm -11:00pmBrunch: Saturday - Sunday: 10:00am -4:00pm
220,83113,Kana Tapas Bar,324 Spring St,New York,NY,New York / Tri-State Area,10013,US,2123438180,40.725834,-74.009418,2,http://www.opentable.com/single.aspx?rid=83113,http://mobile.opentable.com/opentable/?restId=83113,https://www.opentable.com/img/restimages/83113.jpg,139,4.3,80,4.8,4.3,4.5,Quiet,Casual Dining,Spanish Tapas / Small Plates,$30 and under,Sunday Tuesday - Thursday: 6:00pm - 1:00amFriday & Saturday: 6:00pm - 4:00am
221,17707,Sanctuary T,337B West Broadway,New York,NY,New York / Tri-State Area,10013,US,2129417832x,40.722496,-74.003652,2,http://www.opentable.com/single.aspx?rid=17707,http://mobile.opentable.com/opentable/?restId=17707,https://www.opentable.com/img/restimages/17707.jpg,140,4.2,86,4.1,3.9,3.9,Moderate,Casual Dining,Contemporary American Continental Global International,$30 and under, Breakfast: Monday - Friday: 9:00am - 4:00pm; Lunch: Monday - Friday: 11:30am - 5:00pm; Afternoon Tea Monday - Wednesday 3:00pm - 5:00pm Dinner: Monday - Thursday: 5:00pm - 11:00pm Dinner Fri and Saturday 5:00pm-12:00am; Brunch: Saturday: 9:00am - 4:00pm Sunday: 9:00am - 4:00pm                                                                                                                                                                                                                                  
222,17974,La Sirene,558  Broome Street,New York,NY,New York / Tri-State Area,10013,US,2129253061x,40.724507,-74.005684,3,http://www.opentable.com/single.aspx?rid=17974,http://mobile.opentable.com/opentable/?restId=17974,https://www.opentable.com/img/restimages/17974.jpg,141,4.4,88,4.4,4.3,4,Moderate,Casual Elegant,French,$31 to $50,Lunch: Saturday - Sunday: Noon - 5:00pmDinner: Sunday - Thursday: 5:00pm - 12:00am(Kitchen close @ 10:30pm) Friday - Saturday: 5:00pm - 1:00am  (Kitchen close @ 11:30pm)
