,id,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
146,60616,4.5,93,4.4,4.5,4.4,Moderate,Casual Dining,American Burgers Contemporary American,$31 to $50,BrunchSaturday & Sunday11:30 - 3pmLunchMonday - Friday12pm - 3pmDinnerMonday - Wednesday 6pm - 9:30pm Thursday - Saturday 6pm - 10pm BarMonday - Friday12pm - closeSaturday4pm - close
147,78745,,,,,,,,,,
148,61696,4.3,89,4.3,4.2,4.4,Moderate,Casual Dining,Italian Contemporary Italian,$31 to $50,Lunch11:30am – 2:30pm (Mon-Fri)Midday (Bar Only)2:30pm – 5:30pm (Mon-Fri)Dinner5:30pm – 10:00pm (Mon-Thu)5:30pm – 10:00pm (Fri)4:00pm – 10:00pm (Sat)4:00pm – 9:30pm (Sun)
149,45325,4.1,50,3.7,3.6,3.9,Moderate,Casual Elegant,Bar / Lounge / Bottle Service Mediterranean,$30 and under,4:00 PM - 1:00 AM
150,89980,4.6,94,4.5,4.6,4.4,Moderate,Casual Dining,Italian Pizzeria,$30 and under,Lunch: Monday - Saturday: 12:00pm - 3:00pm; Dinner: Monday - Thursday: 5:00pm - 10:00pm Friday - Saturday: 5:00pm - 11:00pm Sunday: 1:00pm - 10:00pm
151,67246,4.1,100,4.4,4.4,3.9,Energetic,Casual Dining,Mexican,$30 and under,Saturday & Sunday: 11:00am - 4:00pmMonday - Sunday: 4:00pm - 11:00pm
152,45877,4.3,87,4.3,4.3,4.1,Moderate,Casual Elegant,American Seafood Contemporary American,$30 and under,Lunch: Monday - Friday 11:30am - 3:00pmBrunch: Saturday 11:00am - 3:00pm  Dinner: Monday - Wednesday 3:00pm - 10:00pm (LAST SEATING 9:15 PM)Dinner: Thursday & Friday 3:00pm - 10:30pm(LAST SEATING 9:45 PM)Dinner: Saturday 4:00pm - 10:00pm Sunday: Closed
153,45322,3.6,67,3.4,3.6,3.2,Moderate,Casual Dining,American Global International,$30 and under,Lunch: Monday - Friday: 11:00am - 5:00pm; Dinner: Monday - Saturday: 5:00pm - 11:00pm Sunday: 4:00pm - 10:00pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm;Bar: Monday - Sunday: 11:00am - 1:00am
154,15586,4.4,88,4.4,4.3,4,Moderate,Casual Dining,Italian,$30 and under,Monday: 12:00 - 3:00/5:00 - 10:00Tuesday: 12:00 - 3:00/4:30 - 12:00Wednesday: 11:30 - 2:30/4:00 - 12:00Thursday: 12:00 - 3:00/4:30 - 12:00Friday: 12:00 - 3:00/4:30 - 12:00Saturday: 11:30 - 3:00/4:00 - 12:00Sunday: 12:00 - 3:00/3:00 - 10:00 
155,139150,3.1,25,3,2.7,3.2,Moderate,,,,
156,138868,4.6,91,4.5,4.4,4.6,Moderate,Casual Elegant,American Seafood Steak,$31 to $50,Monday- Thursday: 11:30am - 10:00pmFriday 11:30am - 11:00pm Saturday Brunch: 11:00am - 3:00pm  Saturday Dinner: 5:00pm - 11:00pm  Sunday 11:00am-3pm  Sunday Dinner: 5:30pm-9pm
157,101131,4.3,86,4.3,4.3,4.4,Quiet,Casual Elegant,American Organic Farm-to-table,$31 to $50,Open dailyBreakfast  6:30 AM - 11:00 AMLunch  11:30AM- 4:00 PMBrunch (weekends only)  11:00 AM - 4:00 PMDinner Sunday-Monday 5:30PM - 10:00PMDinner Tuesday-Saturday 5:30 PM - 11:00pm(Bar opens at 4:00pm)Bar / Lounge  - open until 2 AM
158,50587,,,,,,,,,,
159,112918,4.5,85,4.4,4.1,4.7,Moderate,Casual Dining,Pan-Asian Sushi,$50 and over,Sunday – Wednesday: 5pm – 12am Thursday – Saturday: 5pm – 2amLast dinner reservations at 11:45am (Sun - Wed) and 1:45am (Thu - Sat).Restaurant Bar remains open at least one hour after the kitchen closes. 
160,108874,4.6,94,4.7,4.5,4.3,Moderate,Fine Dining,Italian,$50 and over,LunchMonday - Friday: 12:00pm - 3:00pmDinnerMonday - Saturday: 5:30pm - 11:00pm
161,102811,,,,,,,,,,
162,5003,4.6,85,4.5,4.4,4.5,Moderate,Fine Dining,Japanese Sushi,$50 and over,LUNCH Monday - Friday 12:00pm - 2:30pm DINNERSunday &  Monday  5:30PM - 10:00PMTuesday through Thursday 5:30PM - 11:00PMFriday & Saturday 5:30PM - 12:00AMIf you do not see reservation availability for the date or time that you prefer call the restaurant directly for additional seating options in the lounge and at the chef's counter.
163,2370,,,,,,,,,,
164,77899,4.4,83,4.5,4.2,4,Moderate,Casual Elegant,Japanese Sushi,$50 and over,Lunch: 7 Days a week: 12:00pm - 2:00pmDinner: 7 Days a Week: Sundays - Thursdays: 5:00pm - 10:30pmFridays - Saturdays: 5:00pm - 11:30pm
165,63391,4.6,88,4.5,4.6,4.7,Moderate,Casual Elegant,Spanish Mediterranean,$31 to $50,Dinner:Monday - Thursday: 6:00pm- 10:00pmFriday - Saturday 6:00pm- 11:00pm Sunday -  5:45pm - 10:00pm
166,27601,4.6,90,4.6,4.5,4.4,Quiet,Casual Elegant,Portuguese Spanish Mediterranean,$50 and over,DINNER: Tuesday-Thursday 5:30-10:00pmFriday-Saturday 5:30-11:00pmBAR:Tuesday-Saturday 5:00pm-Closes two hours after our last seating.
167,6569,4.6,94,4.5,4.4,4.4,Moderate,Casual Dining,Italian Mediterranean,$30 and under,Dinner: Monday - Thursday 5:00pm-11:00pm Friday & Saturday 5:00pm-11:30pm Sunday 5:00pm-10:30pm
168,4380,4.6,92,4.5,4.4,4.3,Moderate,Casual Elegant,American,$31 to $50,Brunch: Saturday & Sunday 10:00am-4:00pmBreakfast: Monday - Friday 8:00am-11:30amLunch: Monday - Friday 12:00pm-4:00pmDinner: Monday - Saturday 5:30pm-11:00pmDinner: Sunday 5:30pm-10:00
169,1066,4.6,96,4.5,4.5,4.3,Moderate,Casual Dining,American Mediterranean,$31 to $50,Dinner: Monday – Saturday: 5:30pm – 11:00pm; Sunday: 5:00pm – 10:00pm Lunch: Monday – Friday: 12:00pm – 2:30pmBrunch: Saturday – Sunday: 11:30am – 2:45pm
170,139495,,,,,,,,,,
171,106936,4.2,75,4.1,4.1,4.3,Moderate,Fine Dining,American Mediterranean,$31 to $50,Dinner: Monday - Thursday: 6:00pm - 1:00amFriday - Saturday: 6:00pm - 2:00amClosed Sundays for Members Only Private Events
172,5008,3.8,91,3.7,3.8,3.6,Moderate,,,,
173,91255,3.8,90,3.9,3.6,3.5,Moderate,,,,
174,100564,,,,,,,,,,
175,91990,4.5,94,4,4.2,4.6,Moderate,,,,
176,108829,4.5,88,4.4,4.2,4.1,Moderate,Casual Elegant,American,$31 to $50,Brunch: Saturday - Sunday: 9:00am - 2:30pm;Dinner: Monday to Saturday: 5:30pm-10:00pm Sunday 5:30pm-9:30pm
177,114055,4.1,74,4.1,4,3.8,Moderate,Casual Dining,Italian,$30 and under,Monday - Thursday: 11:30 am - 11:00 pmFriday - Saturday: 11:30 am - 12:00 amSunday: 11:30 am - 11:00 pm 
178,64360,4.4,98,4.5,4.6,4.4,Moderate,Casual Elegant,Italian Mediterranean,$31 to $50,LunchDaily: 11:30 a.m. - 4:00 p.m.Dinner Sun: 4:00 p.m. - 10:30 p.m.Mon - Sat: 4:00 p.m. - 11:30 p.m.BrunchSat-Sun: 11:30 a.m. - 4:00 p.m.
179,5734,4.5,90,4.3,4.4,4.4,Moderate,Casual Elegant,French American,$31 to $50,Please do understand that we cannot guarantee any specific tables or a tree view.Monday through Saturday 11:30am to 5:00pm / Dinner: Monday through Saturday 5:00pm to 10:00pm / Brunch: Sunday 11:30am to 3:30pm.Closed on Sundays from January to mid March.
180,115621,4.6,100,4.6,4.6,4.5,Moderate,Casual Dining,Contemporary French / American French,$30 and under,Dinner: Monday-Sunday: 5:00pm - 11:30pmBrunch: Saturday-Sunday: 11:00am - 5:00pmLunch: Thursdays and Fridays 11:00am - 4:00pm
181,105370,4.5,92,4.4,4.6,3.8,Moderate,Casual Dining,French,$30 and under,Monday - Thursday: 7:00am - 8:00pm Friday - Sunday:  7:00am - 10:00pm
182,118534,,,,,,,,,,
183,152554,4.3,91,4.4,4.1,4.2,Moderate,,,,
184,108433,4,85,4,4.1,3.9,Moderate,,,,
185,99322,,,,,,,,,,
186,135925,4.2,91,4.3,3.9,4.3,Moderate,,,,
187,1791,4.7,91,4.6,4.5,4.5,Moderate,Casual Elegant,Japanese Sushi Seafood,$50 and over,Dinner: Sunday Monday & Tuesday: 6:00pm - 10:30pm Wednesday & Thursday: 6:00pm - 11:00pm Friday & Saturday: 6:00pm -11:00pmLounge Hours: Sunday - Wednesday: 6:00pm - midnight Thursday - Saturday: 6:00pm - 1:30am
188,30628,4.6,87,4.5,4.4,4.4,Moderate,Casual Elegant,French Steakhouse,$50 and over,Lunch: Wednesday - Friday: 12:00noon - 3:00pm; Dinner: Sunday through Wednesday 5:30pm - 11pm and Supper from 11pm to 12am Dinner Thursday through Saturday 5:30pm to 12am and Supper 12am to 1am; Brunch: Saturday - Sunday: 11:00am - 3:00pm 
189,21337,4.6,85,4.6,4.7,4.3,Moderate,Fine Dining,Italian,$50 and over,LUNCH  MON - FRI 12:00PM - 2:30PMDINNER  MON - SAT 5:00PM - 11:00PM SUN 4:00PM- 10:00PM
190,4534,,,,,,,,,,
191,105838,4.6,95,4.6,4.5,4.3,Moderate,Casual Dining,Italian Mediterranean,$30 and under,Monday to Sunday: 11.30am - 11.00pmFriday/Saturday : 11.30am - 11.30pm
192,620,4.6,93,4.5,4.5,4.5,Moderate,Casual Dining,Mediterranean,$30 and under,Monday through Friday:12PM to 11PMSaturday:Brunch10:30AM to 3PMDinner5:30PM to 11PMSunday:Brunch10:30AM to 3PMDinner5:30PM to 10PMDaily Happy Hour:4PM to 7PM at the bar
193,4381,4.7,95,4.6,4.5,4.5,Moderate,Casual Elegant,Italian,$30 and under,Lunch: Monday - Friday - 12:00pm - 5:00pmBrunch: Saturday - Sunday - 10:30am - 3:00pm Mid Menu: Saturday-Sunday from 3pm-5:00pmDinner: Monday - Wednesday - 5:00pm - 11:00pmDinner: Thursday-Friday 5:00-11:30pmDinner: Saturday - 5:30pm - 11:30pmDinner: Sunday - 5:30pm - 10:00pm
194,124642,4.6,93,4.6,4.5,4.5,Moderate,Casual Elegant,Mediterranean,$50 and over,Dinner: Monday: 5:30pm - 10:00pm Tuesday - Thursday: 5:30pm - 10:30pmFriday -  Saturday: 5:00pm - 11:00pm  Sunday: 5:00pm - 10:00pmGato's bar opens at 5pm Mon - Thurs; 4:30pm Fri - Sun
195,155920,4,100,3.7,4.2,3.3,Moderate,Casual Dining,Japanese,$31 to $50,Lunch: Monday - Friday: 12:00pm - 2:30pmDinner: Monday - Thursday: 5:00pm - 10:30pmFriday: 5:00pm - 11:30pmSaturday: 3:00pm - 11:30pmSunday: 3:00pm- 10:00
196,2431,4.4,79,4.2,3.9,4.3,Moderate,Casual Elegant,American Organic French American,$30 and under,Breakfast: Mon-Sat 7:00am-11:30am  & Sunday 7:00am-11:00am Lunch: Mon-Fri 11:30am-3:30pm Late Lunch: Mon-Fri 3:30-5:30pmBrunch: Sat Sun 11:00am-4:00pm Dinner: Mon-Thu 5:30pm-12:00am Fri Sat 5:30pm-1:00am Sun 5:30pm-11:00pm 
197,3358,4.6,88,4.5,4.2,4.3,Moderate,Casual Elegant,Seafood Sushi,$31 to $50,Lunch: Monday - Friday: 11:30am - 4:00pmBrunch  Saturday & Sunday 11:00  to 3:30Dinner: Sunday  5:00pm-10:00pm Monday-Thursday 5:00pm-11:00pm Friday & Saturday 5:00pm-12:00am
198,4205,4.3,88,4.2,4.3,4,Quiet,Casual Elegant,Italian,$31 to $50,Monday - Friday: Noon - 11pmSaturday: Noon - 12amSunday:  Noon - 10pmAperitivo: 5pm - 7 pmA2GO: Monday - FridayNoon - 3:30pm
199,18142,4.2,88,4.4,4.2,4.1,Moderate,Casual Elegant,Italian,$30 and under,Sunday -Thursday: 5:00pm - 10:30pmFriday & Saturday: 5:00pm - 11:00pm
200,24772,4.5,87,4.2,4,4.3,Moderate,Casual Dining,International Comfort Food,$30 and under,Monday & Tuesday: 7:30am-10:00pmWednesday & Thursday: 7:30am-11:00pmFriday: 7:30am-12:00amSaturday: 10:30am- 12:00amSunday: 10:30am- 10:00amBreakfast & Lunch (Monday-Friday): 7:30am- 5:00pm Dinner (Monday-Sunday): 5:00pm-ClosingWeekend Brunch: 10:30am-5:00pmDelivery Available: Monday-Tuesday: 11:00am-10:00pmWednesday-Friday: 11:00am-11:00pmSaturday & Sunday: 5:00pm-11:00pm
201,117403,4.5,88,4.3,4.2,4.4,Moderate,Casual Dining,French,$30 and under,Lunch: Monday - Sunday 11:00am - 5:00pmDinner: Monday - Sunday 5:00pm - 11:00pmBrunch: Saturday - Sunday 10:00am - 5:00pm
202,139336,4.2,85,4.2,3.9,4.1,Moderate,,,,
203,145207,4.5,86,4.2,4.3,4.4,Moderate,Casual Elegant,French Mediterranean,$31 to $50,Dinner Sunday through Wednesday from 6:00pm to 11pm (last reservation at 10:45)Dinner Thursday Friday and Saturday from 6:000pm to 12am(Last reservation at 11:45pm)Cherche Midi is now serving Lunch from Monday to Friday 12pm to 3:30pm (Last reservation at 3pm) as well as Brunch on Saturdays and Sundays from 10am to 3:30pm (Last reservation at 3pm).
204,2331,4.3,91,4.3,4.1,4.4,Moderate,,,,
205,85762,4,91,3.8,3.7,4.1,Moderate,,,,
206,102481,,,,,,,,,,
207,97870,,,,,,,,,,
208,63580,,,,,,,,,,
209,63154,4.6,100,4.2,4.6,3.6,Quiet,Casual Dining,Korean Asian,$30 and under,Lunch: Monday - Friday: 11:30AM - 3:00PMDinner: Monday - Wednesday: 5:00PM-10:00PM           Thursday - Saturday: 5:00PM-10:30PM
210,147904,4.5,86,4.4,4.5,4.4,Moderate,Fine Dining,Italian Steakhouse,$50 and over,Monday-Sunday 12:00pm - 4:00pm Monday-Thursday Sun 5:00pm - 11:00pmFriday-Saturday 5:00pm-11:30pm
211,27763,3.8,82,3.8,3.6,3.4,Moderate,,,,
212,28132,4.1,88,3.7,3.7,3.9,Moderate,Casual Elegant,American Tapas / Small Plates Mediterranean,$31 to $50,Lunch: Monday through Friday - 11:30am - 3:00pmDinner: Monday - Sunday: 5:00pm - 11:00pmHappy Hour: Monday - Friday: 3:00pm - 6:00pmBrunch: Saturday and Sunday 11:30-3:00
213,12724,3.9,80,4,3,3.3,Moderate,Casual Elegant,Mexican / Southwestern Traditional Mexican Regional Mexican,$31 to $50,Lunch: Tuesday - Friday: 12:00pm - 5:00pm; Dinner: Tuesday - Thursday: 6:00pm - 11:00pm Friday - Saturday: 6:00pm - 12:00pm; Brunch: Saturday - Sunday: 12:00pm - 5:00pmHappy Hour prices Bar area only.
214,21229,4.8,94,4.8,4.7,4.7,Moderate,Fine Dining,Contemporary American,$31 to $50,Dinner: Monday -Thurs 5:00PM-10PM Friday- Saturday 5:00pm - 11:00pmDinner: Sunday 5:00pm-10:00pmBrunch: Sunday 11:00am-2:30pm
215,13642,4.6,100,4.5,4.4,4.5,Moderate,Casual Elegant,Italian,$31 to $50,Lunch • Monday through Friday 12:00 - 3:00Drinks Only • Monday through Friday 3:00- 6:00Dinner • Monday through Thursday 6:00 - 11:00Friday and Saturday 6:00 - 11:00
216,110842,4.7,100,4.7,4.6,4.6,Moderate,Casual Dining,Italian,$30 and under,LUNCH & DINNERMonday -  Friday:    11:30am - 11:00pmSaturday & Sunday:  4:00pm - 11:00pm
217,14140,4.6,98,4.6,4.5,4.5,Moderate,Casual Dining,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:30pm; Dinner: Sunday - Thursday: 6:00pm - 11:00pm Friday - Saturday: 6:00pm - 11:45pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm
218,115705,4.6,91,4.4,4.2,4,Moderate,Casual Dining,Comfort Food American,$30 and under,Breakfast: Monday - Friday: 9:00am - 11:00amLunch: Monday - Friday: 11:00am - 4:00pmDinner: Monday - Sunday: 4:00pm -11:00pmBrunch: Saturday - Sunday: 10:00am -4:00pm
219,85597,,,,,,,,,,
220,83113,4.3,80,4.8,4.3,4.5,Quiet,Casual Dining,Spanish Tapas / Small Plates,$30 and under,Sunday Tuesday - Thursday: 6:00pm - 1:00amFriday & Saturday: 6:00pm - 4:00am
221,17707,4.2,86,4.1,3.9,3.9,Moderate,Casual Dining,Contemporary American Continental Global International,$30 and under, Breakfast: Monday - Friday: 9:00am - 4:00pm; Lunch: Monday - Friday: 11:30am - 5:00pm; Afternoon Tea Monday - Wednesday 3:00pm - 5:00pm Dinner: Monday - Thursday: 5:00pm - 11:00pm Dinner Fri and Saturday 5:00pm-12:00am; Brunch: Saturday: 9:00am - 4:00pm Sunday: 9:00am - 4:00pm                                                                                                                                                                                                                                  
222,17974,4.4,88,4.4,4.3,4,Moderate,Casual Elegant,French,$31 to $50,Lunch: Saturday - Sunday: Noon - 5:00pmDinner: Sunday - Thursday: 5:00pm - 12:00am(Kitchen close @ 10:30pm) Friday - Saturday: 5:00pm - 1:00am  (Kitchen close @ 11:30pm)
223,126202,,,,,,,,,,
224,109102,,,,,,,,,,
225,109144,,,,,,,,,,
226,95107,4.5,88,4.5,4.3,4.4,Moderate,Casual Dining,Italian,$30 and under,Lunch: 11:00am - 4:00pm; Dinner: Sunday - Thursday 11am - 10pm Friday & Saturday 11am - 12midnight
227,112906,,,,,,,,,,
228,104017,,,,,,,,,,
229,19141,3.8,81,3.8,3.7,3.6,Moderate,,,,
230,20917,4,87,4,3.8,3.8,Moderate,,,,
231,98683,4.5,92,4.5,4.7,4.3,Moderate,Casual Dining,Italian,$30 and under,Lunch/Dinner: Monday - Sunday: 11:00am - 12:00am
232,146086,,,,,,,,,,
233,2294,4.3,80,4.3,4.4,4.3,Quiet,Elegant Dining,Austrian Modern European German,$50 and over,Dinner Served Monday - Wednesday 5:30pm - 10:00pm Thursday - Saturday 5:30pm - 11pm
234,36775,4.3,91,4.6,3.8,3.6,Moderate,,,,
235,148657,,,,,,,,,,
236,147499,4.3,81,4.2,4.1,4.2,Moderate,Casual Elegant,Spanish Tapas / Small Plates Grill,$31 to $50,Brunch: Saturday & Sunday: 11:30am - 3:30pmLunch: Monday - Friday: 11:30am - 3:00pmDinner: Sunday - Wednesday: 5:30pm - 11:00pmFriday & Saturday: 5:30pm - 12:00am
237,1615,4.5,92,4.6,4.5,4.3,Moderate,,,,
238,6875,4.3,89,4.2,4.2,4.1,Moderate,Casual Dining,Cuban Latin / Spanish,$30 and under,Sunday - Thursday: 11:00am - 11:00pm Friday & Saturday: 11:00am - 1:00am
239,94492,4.5,91,4.5,4.5,4.4,Moderate,,,,
240,111061,4.5,86,4.4,4.2,4.3,Moderate,,,,
241,15751,4.6,93,4.6,4.6,4.4,Moderate,Casual Elegant,American,$31 to $50,Lunch: Monday - Friday 11:30am-2:30pm Brunch: Saturday 10:00am-2:30pm & Sunday 10:00am-3:00pmDinner: Tuesday - Thursday 5:00pm-11:00pmFriday  & Saturday 5:00pm-12:00amSunday & Monday 5:00pm-10:00pm   
242,94933,4.4,85,4.2,4,4.1,Moderate,Casual Dining,Mexican Contemporary Mexican Mexican / Southwestern,$31 to $50,Monday - Wednesday: 4:00pm - 10:00pm  Thursday: 11:30am - 11pmFriday: 11:30am - 12:00am  Saturday: 11:00am - 12:00am  Sunday: 11:00am - 10:00pm
243,15940,3.4,100,3.2,3.3,3.9,Moderate,Casual Elegant,American Burgers Bar / Lounge / Bottle Service,$31 to $50,11:00am - 4:00am daily;  kitchen nightly until 12:00am
244,17293,4.4,88,4.4,4.4,4.5,Quiet,,,,
245,57004,,,,,,,,,,
246,77263,4.2,87,4.2,4.2,4.1,Moderate,,,,
247,103111,4.1,83,4.2,4.1,3.7,Moderate,,,,
248,103345,4.3,100,4.1,4,4.3,Moderate,Casual Dining,American,$30 and under,Brunch: Saturday -Sunday: 10:00am-4:00pmLunch: Monday-Friday: 11:00am-4:00pmDinner: Sunday-Wednesday: 4:00pm-12:00amDinner: Thursday-Saturday: 4:00pm-1am
249,59842,4,100,3.8,4.1,3.7,Quiet,Casual Dining,Italian Seafood Shellfish,$50 and over,Monday: ClosedTuesday Wednesday Thursday: 5pm - 10:00pmFriday & Saturday: 5pm - 12:00am midnightSunday: 5pm to 10pm.
250,96214,4.4,80,4.3,4.3,4.4,Moderate,Fine Dining,Fine cuts Steakhouse Meat,$31 to $50,Monday: ClosedTuesday - Saturday: 5:30pm - 1:00AMSunday Roast: 12:00pm - 4:00pmSunday Supper: 5:30pm - 10:00pm
251,65758,4.5,88,4.4,4.3,4.3,Moderate,Casual Dining,American European,$31 to $50,monday - wednesday: 5pm-10pmthursday and friday: 5pm -11pmsaturday: 11am - 11pmsunday: 11am - 10pm
252,41680,4.4,92,4.4,4.3,4.1,Moderate,,,,
253,46576,4.6,98,4.6,4.5,4.5,Quiet,Casual Elegant,Italian,$31 to $50,Mon – Fri 7:30am to 11:00pmSat – Sun 9:00am to 11:00pm
254,103048,,,,,,,,,,
255,102478,4.5,95,4.4,4.4,4.2,Moderate,,,,
256,59734,4.6,91,4.4,4.4,4.3,Moderate,Casual Dining,Mexican,$31 to $50,Dinner:?Sunday - Wednesday 5:30 PM - 11:00 PM?Thursday - Saturday 5:30 PM - 12:00 AMBrunch:?Saturday & Sunday 11:45 AM - 5:30 PM
257,108091,,,,,,,,,,
258,57898,,,,,,,,,,
259,16273,3.9,88,4,3.6,3.6,Moderate,,,,
260,151138,4.2,90,4.1,4,4,Moderate,,,,
261,107287,4.4,92,4.3,4.3,4.2,Moderate,Casual Elegant,Contemporary American,$30 and under,Lunch: Monday - Friday: 11:30am  - 3:00pm.Weekend Brunch: Saturday - Sunday: 11:00am - 3:00pm.Dinner: Monday - Thursday: 3:00pm - 11:00pm Friday - Saturday: 3:00pm - 12:00am Sunday: 3:00pm - 10:00pm.
262,86884,,,,,,,,,,
263,101851,4.4,88,4.4,4,3.7,Moderate,,,,
264,116473,4,89,4,3.8,4.1,Quiet,Casual Dining,British English American,$31 to $50,Monday - Friday 11:30am-11:00pmSaturday - 11:00am-3:30pm (Brunch)                        5:00pm-11:00pm (Dinner)Sunday - Closed
265,105667,4,84,4,4,4.2,Moderate,,,,
266,30496,4.3,86,4.2,4,4.3,Moderate,Casual Dining,Mexican,$31 to $50,Sunday - Tuesday: 11:30am - 10:00pmWednesday - Thursday: 11:30am - 11:00pmFriday - Saturday: 11:30am - 12:00am
267,1523,3.9,82,4,3.7,3.7,Moderate,,,,
268,84658,4,86,4.2,3.8,3.5,Moderate,,,,
269,98041,4.5,100,4.4,4.4,4.3,Moderate,,,,
270,49417,4.6,94,4.6,4.6,4.7,Quiet,Casual Elegant,American Farm-to-table,$31 to $50,Weekday Lunch:  Monday-Friday from 12:00pm to 2:30pm*Weekend Brunch: Saturday & Sunday from 11:00am to 3:00pm*Dinner:Sunday-Thursday from 5:30pm-9:30pm+Friday & Saturday from 5:30pm-10:00pm+(*) = indicates the final daytime seating with the full menu; during midday we offer continuous drink service and a more limited food menu (called the Bar Menu) until Dinner begins except on days when we are closed for a buyout.(+) = indicates the final seating of the evening; the kitchen accepts final orders shortly thereafter.The Beer Garden has closed for the season.
271,13954,3.3,69,3,3.1,3.3,Moderate,Casual Dining,Southwest American Barbecue,$30 and under,Monday-Wednesday: 11:30a-2:00aThursday: 11:30a-3:00aFriday & Saturday: 11:30a-4:00aSunday: 11:30a-10:00p
272,114217,4.1,92,4.3,3.7,3.5,Moderate,,,,
273,108034,,,,,,,,,,
274,124,4.4,94,4.4,4.4,4.5,Moderate,Fine Dining,Italian,$31 to $50,Lunch: Mon-Friday 12:00pm - 3:00pmDinner: Mon-Thurs 5:30pm - 10:30pm Fri 5:30pm - 11:00pm Sat 5:00pm - 10:00pm and Sun 3:00pm - 10:00pm      
275,111667,3.6,76,3.6,3.5,3.5,Moderate,,,,
276,28141,4.2,92,4.2,4.2,4.2,Moderate,,,,
277,57103,4.4,95,4.4,4.3,4.6,Moderate,Casual Dining,American Tapas / Small Plates,$31 to $50,Brunch: Saturday - Sunday: 11:00am - 4:00pm; Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Sunday - Monday: 4:00pm - 12:00am Tuesday - Saturday: 4:00pm - 1:00am
278,103015,4,90,4.1,4.1,3.6,Moderate,,,,
279,79678,4.2,91,4.1,3.8,4.3,Moderate,Casual Dining,American Gastro Pub,$30 and under,Sunday-Tuesday 11AM-2AMWednesday-Saturday 11AM-4AM 
280,80857,,,,,,,,,,
281,76135,3.8,87,3.7,3.8,3.4,Moderate,,,,
282,90028,4.1,86,4.2,4,3.6,Moderate,,,,
283,20245,,,,,,,,,,
284,20383,4.4,83,4.1,4,3.7,Moderate,Casual Elegant,Japanese,$31 to $50,Lunch: Monday - Friday: 11:45am - 2:15pm; Dinner: Monday - Saturday: 5:30pm - 9:45pm
285,2348,4.5,86,4.4,4.2,4.3,Moderate,Casual Elegant,Mexican,$31 to $50,Brunch: Saturday - Sunday 11:30am - 3:00pmLunch: Monday - Friday: 11:30am - 2:30pm;Dinner: Sunday 5-9:30pm;Monday - Wednesday 5:00-10:30 Thursday - Saturday 5-11:00pm
286,26101,4,89,4,4.1,3.9,Moderate,,,,
287,14743,4.2,96,4.4,4.5,4.2,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 11:30pm - 3:30pm; Dinner: Monday - Friday: 3:30pm - 10:00pm Saturday: 3:00pm - 10:00pm
288,96595,4.3,89,4.4,4.4,4,Quiet,Casual Dining,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:00pm  Dinner: Monday - Saturday: 5:00pm - 10:00pm
289,49918,4,62,3.8,4,4.2,Quiet,,,,
290,77257,4.5,91,4.6,4.5,4.4,Moderate,Casual Elegant,Contemporary American Wine Bar,$31 to $50,Lunch: Monday - Friday 11:00am - 3:00pmSmall Bites: Monday - Friday 3:00pm - 5:30pmDinner: Monday - Saturday: 5:00pm - 10:00pmPrivate Events-7 Days a week 8:00am-1:00am
291,13372,4.5,94,4.5,4.5,4.2,Moderate,Fine Dining,Steakhouse Seafood Italian,$50 and over,Lunch Served Monday - Friday: 12:00 PM - 3:00 PMDinner Served Monday 3:00 PM - 10:00 PMTuesday - Friday 3:00 PM - 10:15 PMSaturday 5:00 PM - 10:30 PMSunday 5:00 PM - 9:00 PM
292,43783,4.3,88,4.2,4.1,4.3,Moderate,Casual Elegant,Asian Latin American,$31 to $50,Lunch: Monday - Friday: 11:30am - 2:30pmDinner: Monday - Wednesday: 5:00pm - 10:00pmThursday - Saturday: 5:00pm - 11:00pmBrunch:Saturday - Sunday: 11:30am - 4:00pmHappy Hour Tuesday -  Friday | 5:00pm - 8:00pm (Main Bar & La Biblioteca)Wednesday - Friday | 5:00pm - 8:00pm (Mezzanine only)Reverse Happy Hour Tuesday - Friday | 9:30pm - close (Main Bar & La Biblioteca)All Night Happy Hour Monday | 5pm - close (Main Bar & La Biblioteca)Saturday | 5pm - close (Main Bar)Saturday | 7pm - close (La Biblioteca)Saturdays | 5:00pm - close (Main Bar & La Biblioteca only)
293,35893,4.3,86,4.2,4.1,4.2,Moderate,Casual Dining,Seafood Sushi Continental,$31 to $50,7 days a week11:30am - 11pm 
294,19306,4.1,82,4,4.1,3.9,Moderate,Casual Elegant,American,$31 to $50,Breakfast:  Monday - Friday:  7-10:30 amBrunch:  Saturday-Sunday:  1:30am - 4 pmLunch: Monday - Friday: 11:30 am - 4 pm; Dinner: Monday - Sunday: 4:00pm - 11:00pm
295,96688,,,,,,,,,,
